type,paperless_billing,payment_method,total_charges,contract_terminated,senior_citizen,partner,dependents,internet_service,online_security,online_backup,device_protection,tech_support
Two year,No,Bank transfer (automatic),772.4,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,No,Mailed check,1936.85,0,0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes
Month-to-month,No,Electronic check,79.8,0,0,No,No,DSL,No,No,No,No
Month-to-month,No,Mailed check,202.25,0,0,No,No,DSL,Yes,No,Yes,Yes
Two year,No,Mailed check,1070.5,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Electronic check,999.9,0,0,No,No,Fiber optic,No,Yes,Yes,Yes
Month-to-month,Yes,Mailed check,113.1,0,0,Yes,No,DSL,Yes,No,No,No
Month-to-month,No,Bank transfer (automatic),2015.8,0,0,Yes,No,Fiber optic,No,Yes,No,No
One year,Yes,Credit card (automatic),1454.25,0,0,Yes,Yes,DSL,Yes,No,Yes,No
Month-to-month,No,Mailed check,246.7,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Electronic check,6017.9,0,1,Yes,No,Fiber optic,No,No,No,Yes
Two year,Yes,Mailed check,5817.45,0,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes
Two year,Yes,Bank transfer (automatic),5595.3,0,0,Yes,No,DSL,Yes,Yes,Yes,Yes
One year,Yes,Bank transfer (automatic),4765.0,0,0,No,No,Fiber optic,No,No,Yes,No
One year,Yes,Bank transfer (automatic),1201.65,0,0,Yes,Yes,DSL,Yes,No,Yes,No
Two year,No,Mailed check,867.3,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Electronic check,50.15,0,0,No,No,DSL,No,No,No,No
Two year,No,Bank transfer (automatic),3007.25,0,0,Yes,Yes,DSL,No,Yes,No,Yes
Month-to-month,Yes,Mailed check,252.75,0,0,Yes,No,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,Yes,Credit card (automatic),6306.5,0,1,Yes,No,DSL,Yes,Yes,Yes,Yes
Month-to-month,Yes,Credit card (automatic),6841.05,0,1,No,No,Fiber optic,No,No,Yes,No
Month-to-month,No,Mailed check,44.6,0,0,No,No,DSL,No,No,No,No
Month-to-month,Yes,Bank transfer (automatic),226.2,0,0,No,No,DSL,No,Yes,No,Yes
Two year,No,Bank transfer (automatic),7082.5,0,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No
Month-to-month,Yes,Electronic check,1017.35,0,0,No,No,Fiber optic,No,Yes,No,No
One year,No,Credit card (automatic),527.35,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Electronic check,2146.5,0,0,No,No,Fiber optic,No,Yes,No,No
Two year,No,Electronic check,5969.85,0,0,Yes,No,Fiber optic,No,No,Yes,Yes
Two year,No,Electronic check,1014.25,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,No,Credit card (automatic),1225.65,0,0,Yes,No,No Internet,No Internet,No Internet,No Internet,No Internet
One year,Yes,Credit card (automatic),386.5,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Bank transfer (automatic),1850.65,0,0,Yes,No,Fiber optic,No,No,Yes,No
Month-to-month,Yes,Bank transfer (automatic),1043.4,0,0,No,No,Fiber optic,No,No,No,No
One year,Yes,Electronic check,1910.75,0,0,Yes,No,DSL,Yes,No,No,Yes
Month-to-month,Yes,Electronic check,716.1,0,0,No,No,DSL,No,No,No,No
Two year,No,Mailed check,1686.15,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,Yes,Bank transfer (automatic),6716.45,0,1,Yes,Yes,DSL,Yes,Yes,Yes,Yes
Two year,Yes,Credit card (automatic),7839.85,0,1,No,No,Fiber optic,Yes,Yes,Yes,Yes
Month-to-month,Yes,Bank transfer (automatic),6236.75,0,0,No,No,Fiber optic,Yes,No,Yes,Yes
One year,No,Mailed check,2919.85,0,0,Yes,Yes,DSL,Yes,Yes,Yes,No
One year,Yes,Bank transfer (automatic),717.5,0,0,Yes,No,No Internet,No Internet,No Internet,No Internet,No Internet
One year,Yes,Electronic check,253.8,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,No,Bank transfer (automatic),1110.05,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,Yes,Mailed check,348.8,0,0,No,No,DSL,Yes,Yes,Yes,Yes
Two year,No,Bank transfer (automatic),3888.65,0,0,No,No,DSL,Yes,Yes,Yes,Yes
Two year,Yes,Electronic check,6843.15,0,0,Yes,Yes,Fiber optic,Yes,Yes,No,No
Month-to-month,Yes,Electronic check,450.9,0,1,No,No,Fiber optic,Yes,No,No,No
Month-to-month,No,Mailed check,432.25,0,0,Yes,Yes,DSL,No,Yes,No,Yes
One year,No,Electronic check,1742.45,0,0,Yes,No,Fiber optic,No,No,Yes,Yes
Month-to-month,Yes,Mailed check,297.35,0,0,Yes,Yes,DSL,No,No,No,Yes
One year,No,Electronic check,2444.25,0,0,No,No,DSL,No,Yes,No,Yes
Two year,Yes,Credit card (automatic),949.8,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Electronic check,2970.8,0,1,Yes,No,Fiber optic,No,Yes,Yes,No
Two year,No,Credit card (automatic),3334.95,0,0,No,No,DSL,Yes,Yes,Yes,Yes
One year,Yes,Bank transfer (automatic),2010.95,0,0,No,No,DSL,No,No,No,No
Two year,Yes,Bank transfer (automatic),4684.3,0,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes
Month-to-month,Yes,Credit card (automatic),2181.55,0,0,No,No,DSL,Yes,No,No,Yes
Two year,Yes,Bank transfer (automatic),1303.25,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Mailed check,371.4,0,1,Yes,No,DSL,No,Yes,Yes,No
Two year,No,Credit card (automatic),2409.9,0,0,Yes,No,DSL,No,Yes,No,No
Two year,No,Mailed check,6155.4,0,0,Yes,No,DSL,Yes,Yes,Yes,Yes
Month-to-month,No,Mailed check,4667.0,0,0,No,No,Fiber optic,Yes,No,Yes,No
One year,No,Mailed check,5153.5,0,0,Yes,Yes,Fiber optic,No,No,Yes,Yes
Two year,Yes,Electronic check,8182.85,0,0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes
Month-to-month,Yes,Electronic check,69.9,0,0,No,No,Fiber optic,No,No,No,No
Two year,No,Bank transfer (automatic),6683.4,0,0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes
One year,No,Mailed check,1564.05,0,0,No,Yes,DSL,Yes,Yes,No,Yes
Two year,No,Mailed check,755.6,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Bank transfer (automatic),3465.05,0,1,No,Yes,Fiber optic,No,Yes,Yes,No
Two year,Yes,Electronic check,6292.7,0,1,Yes,No,Fiber optic,No,Yes,Yes,Yes
Two year,Yes,Bank transfer (automatic),1664.3,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,No,Bank transfer (automatic),198.1,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,Yes,Bank transfer (automatic),6045.9,0,0,Yes,No,DSL,Yes,Yes,Yes,Yes
Month-to-month,Yes,Mailed check,4108.15,0,0,No,No,Fiber optic,No,Yes,Yes,No
One year,Yes,Electronic check,5980.75,0,0,Yes,Yes,Fiber optic,No,Yes,Yes,No
One year,No,Bank transfer (automatic),5043.2,0,0,Yes,No,Fiber optic,No,Yes,No,Yes
Two year,Yes,Credit card (automatic),7114.25,0,0,Yes,No,Fiber optic,Yes,Yes,Yes,No
Two year,No,Electronic check,907.05,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,Yes,Mailed check,973.95,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Bank transfer (automatic),605.75,0,0,No,No,DSL,Yes,Yes,No,Yes
Month-to-month,No,Electronic check,661.55,0,0,No,No,Fiber optic,Yes,No,No,No
Month-to-month,Yes,Electronic check,4116.9,0,0,Yes,Yes,Fiber optic,No,No,No,Yes
Month-to-month,Yes,Credit card (automatic),4494.65,0,0,Yes,Yes,Fiber optic,No,Yes,Yes,No
One year,Yes,Credit card (automatic),3282.75,0,0,No,No,DSL,Yes,No,Yes,Yes
Month-to-month,Yes,Electronic check,55.7,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
One year,Yes,Mailed check,1274.45,0,0,Yes,No,DSL,Yes,No,No,Yes
Month-to-month,Yes,Credit card (automatic),493.95,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Electronic check,5038.15,0,0,No,No,Fiber optic,No,Yes,Yes,No
Month-to-month,Yes,Mailed check,324.2,0,0,No,No,Fiber optic,No,Yes,No,No
Month-to-month,No,Credit card (automatic),19.55,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,No,Electronic check,2793.55,0,0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes
Month-to-month,Yes,Mailed check,648.65,0,0,No,No,DSL,No,Yes,No,Yes
One year,Yes,Credit card (automatic),917.15,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
One year,Yes,Electronic check,1346.9,0,0,Yes,No,DSL,Yes,No,No,Yes
Month-to-month,Yes,Electronic check,672.7,0,1,No,No,DSL,No,No,No,No
Two year,No,Electronic check,6561.25,0,0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes
Month-to-month,No,Electronic check,268.45,0,0,No,No,Fiber optic,No,Yes,Yes,No
Two year,No,Electronic check,7337.55,0,0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes
Two year,No,Credit card (automatic),5194.05,0,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes
Two year,Yes,Credit card (automatic),4478.85,0,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes
Month-to-month,No,Mailed check,196.9,0,0,No,No,DSL,No,No,No,Yes
Month-to-month,Yes,Credit card (automatic),439.2,0,0,No,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Mailed check,19.5,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Electronic check,2107.15,0,0,No,No,Fiber optic,No,Yes,Yes,Yes
One year,Yes,Electronic check,3035.8,0,1,No,No,DSL,No,No,Yes,Yes
Two year,No,Credit card (automatic),1866.45,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,No,Bank transfer (automatic),1430.95,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
One year,Yes,Credit card (automatic),1071.6,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,No,Credit card (automatic),6457.15,0,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes
One year,No,Mailed check,684.05,0,0,Yes,No,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,Yes,Mailed check,3914.05,0,0,No,No,Fiber optic,Yes,Yes,Yes,Yes
Two year,Yes,Credit card (automatic),3842.6,0,0,Yes,Yes,Fiber optic,No,No,No,No
Two year,No,Mailed check,670.35,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,Yes,Electronic check,7880.25,0,0,Yes,No,Fiber optic,Yes,Yes,Yes,No
Month-to-month,Yes,Mailed check,19.2,0,0,No,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,No,Electronic check,3371.75,0,1,Yes,No,Fiber optic,No,No,Yes,Yes
Month-to-month,No,Mailed check,442.45,0,0,No,No,DSL,No,Yes,No,Yes
One year,No,Mailed check,20.4,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,Yes,Credit card (automatic),2345.55,0,0,Yes,No,DSL,Yes,Yes,No,Yes
Month-to-month,No,Bank transfer (automatic),25.25,0,0,No,No,DSL,No,No,No,No
Month-to-month,Yes,Mailed check,1156.35,0,0,No,No,DSL,Yes,No,Yes,No
Month-to-month,Yes,Electronic check,144.8,0,0,No,No,Fiber optic,No,Yes,No,No
Month-to-month,No,Mailed check,414.95,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,No,Mailed check,181.8,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
One year,No,Electronic check,2212.55,0,0,No,No,DSL,Yes,No,Yes,Yes
Month-to-month,Yes,Mailed check,459.95,0,1,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
One year,No,Mailed check,211.95,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Mailed check,25.0,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Mailed check,3162.65,0,1,No,Yes,Fiber optic,Yes,No,No,No
Two year,No,Mailed check,210.65,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,Yes,Credit card (automatic),3566.7,0,0,Yes,Yes,DSL,Yes,Yes,No,Yes
One year,Yes,Credit card (automatic),2080.1,0,0,No,No,DSL,No,No,No,No
Month-to-month,Yes,Electronic check,4040.2,0,1,Yes,No,Fiber optic,No,No,Yes,No
Two year,Yes,Electronic check,5186.0,0,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes
One year,Yes,Mailed check,1087.45,0,0,Yes,Yes,DSL,Yes,Yes,No,Yes
Two year,No,Credit card (automatic),1672.15,0,1,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
One year,No,Credit card (automatic),1113.95,0,0,No,Yes,DSL,Yes,No,No,Yes
Month-to-month,No,Mailed check,107.05,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,No,Mailed check,38.15,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,No,Credit card (automatic),6339.3,0,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes
Month-to-month,No,Mailed check,184.1,0,0,No,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,No,Mailed check,1688.9,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Mailed check,137.6,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,No,Credit card (automatic),369.05,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,Yes,Bank transfer (automatic),7553.6,0,0,Yes,No,Fiber optic,Yes,Yes,Yes,No
Month-to-month,Yes,Electronic check,1813.1,0,1,Yes,No,Fiber optic,No,No,No,No
One year,Yes,Bank transfer (automatic),3321.35,0,0,No,No,DSL,Yes,No,Yes,Yes
One year,No,Credit card (automatic),707.5,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
One year,Yes,Electronic check,7112.15,0,1,Yes,No,Fiber optic,Yes,Yes,No,No
Two year,Yes,Credit card (automatic),4641.1,0,1,Yes,No,DSL,Yes,Yes,Yes,Yes
Month-to-month,Yes,Electronic check,49.9,0,0,No,Yes,DSL,No,Yes,No,No
One year,Yes,Electronic check,3094.65,0,0,Yes,No,DSL,No,Yes,Yes,No
One year,Yes,Bank transfer (automatic),6518.35,0,0,Yes,No,Fiber optic,No,No,Yes,Yes
Month-to-month,No,Electronic check,82.7,0,0,No,No,DSL,No,No,No,No
Two year,No,Bank transfer (automatic),6342.7,0,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes
Month-to-month,Yes,Mailed check,2030.75,0,0,Yes,No,DSL,Yes,No,No,No
Two year,Yes,Bank transfer (automatic),6700.05,0,0,Yes,Yes,Fiber optic,No,No,Yes,Yes
One year,Yes,Bank transfer (automatic),7244.7,0,0,No,Yes,Fiber optic,No,Yes,No,Yes
Two year,Yes,Credit card (automatic),3486.65,0,0,Yes,Yes,DSL,Yes,No,No,Yes
One year,No,Electronic check,411.15,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,Yes,Mailed check,1559.15,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
One year,Yes,Credit card (automatic),970.4,0,0,Yes,No,DSL,No,No,Yes,No
Month-to-month,No,Mailed check,828.2,0,1,Yes,No,DSL,No,No,Yes,Yes
Month-to-month,Yes,Electronic check,3810.55,0,0,No,No,Fiber optic,No,No,Yes,No
Month-to-month,Yes,Electronic check,1493.2,0,0,No,No,Fiber optic,No,No,No,No
Month-to-month,Yes,Mailed check,45.8,0,0,No,No,DSL,No,No,No,No
Month-to-month,Yes,Mailed check,777.3,0,0,No,No,Fiber optic,No,No,No,No
One year,Yes,Credit card (automatic),4911.05,0,0,Yes,No,Fiber optic,Yes,Yes,No,No
Month-to-month,Yes,Mailed check,187.35,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,No,Credit card (automatic),307.6,0,0,No,No,DSL,Yes,Yes,No,Yes
Two year,Yes,Mailed check,4318.35,0,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes
One year,Yes,Electronic check,4820.55,0,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes
Two year,Yes,Bank transfer (automatic),3038.55,0,0,No,No,DSL,Yes,Yes,Yes,No
Month-to-month,Yes,Credit card (automatic),2136.9,0,0,Yes,Yes,DSL,Yes,Yes,No,No
One year,Yes,Bank transfer (automatic),7472.15,0,0,Yes,No,Fiber optic,No,Yes,Yes,No
Two year,No,Credit card (automatic),2296.25,0,0,Yes,No,DSL,Yes,No,Yes,No
Month-to-month,No,Mailed check,38.45,0,0,No,No,DSL,No,No,No,No
One year,No,Credit card (automatic),3043.6,0,0,No,No,DSL,Yes,No,No,Yes
One year,No,Credit card (automatic),1506.4,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Bank transfer (automatic),1640.0,0,0,No,No,Fiber optic,No,No,Yes,Yes
Two year,No,Mailed check,3846.35,0,0,Yes,Yes,DSL,Yes,No,Yes,Yes
Two year,Yes,Credit card (automatic),5646.6,0,0,No,No,DSL,Yes,Yes,Yes,Yes
One year,No,Bank transfer (automatic),79.05,0,0,Yes,No,No Internet,No Internet,No Internet,No Internet,No Internet
One year,Yes,Credit card (automatic),1516.6,0,0,No,Yes,DSL,No,Yes,No,Yes
One year,Yes,Credit card (automatic),2224.5,0,0,No,No,DSL,No,Yes,No,No
Month-to-month,No,Electronic check,888.75,0,0,No,No,Fiber optic,No,No,Yes,No
Two year,Yes,Credit card (automatic),4310.35,0,0,Yes,No,DSL,No,Yes,Yes,Yes
Month-to-month,No,Mailed check,42.9,0,0,No,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
One year,No,Mailed check,353.65,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Credit card (automatic),5073.1,0,0,Yes,No,Fiber optic,No,Yes,Yes,No
Month-to-month,Yes,Bank transfer (automatic),4526.85,0,0,No,No,Fiber optic,Yes,No,No,No
Month-to-month,Yes,Electronic check,678.45,0,1,No,No,Fiber optic,No,No,No,No
Month-to-month,No,Bank transfer (automatic),1237.3,0,0,No,No,DSL,No,No,No,Yes
Two year,No,Credit card (automatic),1023.95,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,Yes,Bank transfer (automatic),8182.75,0,0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes
One year,Yes,Credit card (automatic),4532.3,0,0,No,Yes,Fiber optic,Yes,Yes,No,Yes
Two year,Yes,Bank transfer (automatic),1444.05,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,No,Mailed check,19.1,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,Yes,Bank transfer (automatic),7325.1,0,0,Yes,No,Fiber optic,Yes,Yes,No,Yes
Month-to-month,Yes,Electronic check,3474.2,0,0,Yes,No,Fiber optic,No,No,No,No
Month-to-month,No,Bank transfer (automatic),392.65,0,0,No,No,DSL,No,No,Yes,Yes
One year,No,Credit card (automatic),3990.75,0,1,No,No,Fiber optic,No,Yes,Yes,No
One year,Yes,Electronic check,7475.85,0,1,Yes,Yes,Fiber optic,No,Yes,Yes,Yes
One year,No,Credit card (automatic),835.5,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,Yes,Credit card (automatic),1718.35,0,0,Yes,No,No Internet,No Internet,No Internet,No Internet,No Internet
One year,No,Bank transfer (automatic),1193.55,0,1,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Credit card (automatic),1205.5,0,0,No,No,Fiber optic,No,No,No,No
Two year,No,Bank transfer (automatic),5776.45,0,0,Yes,Yes,DSL,Yes,Yes,No,Yes
Month-to-month,No,Mailed check,78.9,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,No,Credit card (automatic),1025.15,0,0,Yes,Yes,DSL,Yes,Yes,No,Yes
Month-to-month,No,Credit card (automatic),122.0,0,0,No,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
One year,Yes,Bank transfer (automatic),6602.9,0,0,Yes,No,Fiber optic,No,Yes,Yes,No
One year,No,Bank transfer (automatic),1712.9,0,0,Yes,No,DSL,Yes,No,No,Yes
Two year,No,Bank transfer (automatic),5682.25,0,1,Yes,No,DSL,Yes,Yes,Yes,Yes
Month-to-month,Yes,Mailed check,74.3,0,0,No,No,Fiber optic,No,No,No,Yes
One year,Yes,Bank transfer (automatic),3635.15,0,0,Yes,No,DSL,No,Yes,Yes,Yes
Month-to-month,No,Bank transfer (automatic),702.9,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
One year,Yes,Bank transfer (automatic),4454.25,0,0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes
Month-to-month,No,Electronic check,1117.55,0,0,No,No,Fiber optic,No,No,Yes,No
Month-to-month,Yes,Electronic check,930.05,0,0,Yes,Yes,DSL,No,Yes,Yes,Yes
Month-to-month,No,Mailed check,110.15,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,No,Electronic check,1669.4,0,0,Yes,No,Fiber optic,Yes,No,Yes,No
Month-to-month,No,Credit card (automatic),3545.1,0,0,No,No,Fiber optic,Yes,No,No,No
Month-to-month,No,Mailed check,504.05,0,0,No,No,DSL,No,No,Yes,Yes
Month-to-month,Yes,Mailed check,440.2,0,0,No,No,DSL,No,No,No,No
Month-to-month,No,Mailed check,1151.55,0,0,Yes,Yes,Fiber optic,Yes,No,No,No
One year,Yes,Bank transfer (automatic),2475.35,0,0,No,No,Fiber optic,Yes,No,Yes,Yes
Month-to-month,No,Electronic check,1249.25,0,0,No,No,DSL,Yes,No,No,No
Month-to-month,No,Electronic check,317.75,0,1,No,No,Fiber optic,No,Yes,No,No
One year,No,Mailed check,535.05,0,0,No,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,No,Mailed check,461.3,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Electronic check,335.75,0,1,No,No,Fiber optic,No,No,No,No
Two year,No,Bank transfer (automatic),3121.4,0,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes
One year,No,Mailed check,324.8,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,No,Mailed check,1394.55,0,0,No,No,DSL,No,No,No,No
Month-to-month,No,Electronic check,3413.25,0,1,No,No,Fiber optic,No,Yes,No,No
Month-to-month,Yes,Electronic check,3143.65,0,0,No,No,Fiber optic,No,Yes,Yes,No
One year,No,Mailed check,439.75,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,No,Bank transfer (automatic),664.4,0,0,Yes,No,DSL,No,No,No,Yes
Two year,Yes,Mailed check,4759.55,0,0,Yes,No,DSL,Yes,Yes,Yes,Yes
One year,Yes,Mailed check,1033.0,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
One year,Yes,Electronic check,3482.85,0,0,Yes,Yes,DSL,No,Yes,Yes,Yes
One year,No,Electronic check,2688.45,0,0,No,No,Fiber optic,No,Yes,No,No
Two year,Yes,Credit card (automatic),435.25,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
One year,No,Mailed check,307.0,0,0,Yes,No,No Internet,No Internet,No Internet,No Internet,No Internet
One year,Yes,Credit card (automatic),2689.35,0,0,Yes,No,DSL,No,No,No,No
Two year,No,Mailed check,1281.25,0,0,Yes,No,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,No,Mailed check,3527.0,0,0,Yes,Yes,DSL,Yes,No,Yes,Yes
Two year,Yes,Mailed check,561.15,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,No,Mailed check,63.6,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,Yes,Mailed check,5129.3,0,0,Yes,No,DSL,Yes,Yes,Yes,Yes
Two year,Yes,Credit card (automatic),4285.8,0,0,Yes,No,Fiber optic,No,No,No,Yes
Two year,Yes,Credit card (automatic),5894.5,0,0,Yes,No,DSL,No,Yes,Yes,Yes
Two year,No,Credit card (automatic),1160.75,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Electronic check,3091.75,0,0,Yes,Yes,Fiber optic,No,Yes,Yes,No
Month-to-month,No,Mailed check,272.95,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,No,Bank transfer (automatic),3632.0,0,0,Yes,Yes,DSL,No,No,Yes,Yes
Month-to-month,Yes,Credit card (automatic),381.2,0,1,No,No,DSL,No,Yes,No,No
Two year,Yes,Bank transfer (automatic),1035.5,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,No,Mailed check,52.0,0,0,Yes,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,No,Electronic check,653.9,0,0,No,No,Fiber optic,No,Yes,Yes,No
One year,No,Mailed check,71.2,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
One year,Yes,Bank transfer (automatic),4178.65,0,0,Yes,No,Fiber optic,No,Yes,Yes,No
Two year,No,Bank transfer (automatic),1821.8,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,Yes,Mailed check,4024.2,0,0,No,No,DSL,No,Yes,No,Yes
Month-to-month,Yes,Electronic check,55.25,0,0,No,No,DSL,No,No,No,No
Two year,No,Bank transfer (automatic),6520.8,0,0,Yes,No,DSL,Yes,Yes,Yes,Yes
One year,Yes,Bank transfer (automatic),854.9,0,0,No,Yes,No Internet,No Internet,No Internet,No Internet,No Internet
Two year,Yes,Bank transfer (automatic),8308.9,0,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes
Month-to-month,No,Mailed check,109.2,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Credit card (automatic),92.05,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
One year,Yes,Credit card (automatic),3420.5,0,0,Yes,No,DSL,No,Yes,Yes,No
One year,No,Mailed check,4068.0,0,0,Yes,Yes,DSL,Yes,No,No,Yes
One year,No,Credit card (automatic),337.9,0,0,No,No,No Internet,No Internet,No Internet,No Internet,No Internet
Month-to-month,Yes,Electronic check,3168.75,0,0,Yes,No,Fiber optic,No,Yes,Yes,No
One year,No,Credit card (automatic),1412.4,0,0,Yes,Yes,DSL,Yes,No,Yes,No
One year,Yes,Bank transfer (automatic),3974.7,0,1,No,No,Fiber optic,No,Yes,No,No
Month-to-month,Yes,Electronic check,3439.0,0,0,Yes,No,Fiber optic,No,Yes,No,No
